LAT,LON,YEAR,MO,DY,QV2M
29.5,35.0,2021,4,4,3.32
29.5,34.375,2021,4,4,3.37
29.5,35.625,2023,4,25,3.24
29.5,35.0,2024,12,28,3.8
29.5,34.375,2024,12,28,4.04
29.5,35.625,2022,6,28,7.01
29.5,35.0,2022,6,28,8.6
29.5,34.375,2022,6,28,8.72
29.5,35.625,2022,7,4,6.36
29.5,35.625,2021,4,6,2.88
29.5,35.0,2021,4,6,3.4
29.5,34.375,2021,4,6,2.71
29.5,35.625,2024,4,3,5.43
29.5,35.0,2024,4,3,6.54
29.5,34.375,2024,4,3,6.06
29.5,35.625,2021,4,7,2.63
29.5,35.0,2021,4,7,3.03
29.5,34.375,2021,4,7,2.41
29.5,35.625,2024,3,30,6.93
29.5,35.625,2021,3,29,2.97
29.5,35.0,2021,3,29,4.45
29.5,34.375,2021,3,29,4.66
29.5,35.625,2024,3,29,4.92
29.5,35.0,2024,3,29,5.67
29.5,35.625,2023,7,6,7.6
29.5,35.0,2023,7,6,9.63
29.5,34.375,2023,7,6,9.38
29.5,35.625,2023,2,14,3.69
29.5,35.0,2023,2,14,4.28
29.5,34.375,2023,2,14,4.42
29.5,35.625,2023,7,2,7.05
29.5,35.0,2023,7,2,8.93
29.5,34.375,2023,7,2,7.78
29.5,35.625,2023,7,5,6.57
29.5,35.625,2024,12,28,3.04
29.5,34.375,2023,4,24,5.15
29.5,35.625,2023,4,26,2.45
29.5,35.0,2023,4,26,3.78
29.5,34.375,2023,4,26,3.42
29.5,35.625,2022,6,26,6.96
29.5,34.375,2020,1,9,4.64
29.5,35.625,2020,1,8,3.91
29.5,35.0,2020,1,8,4.46
29.5,34.375,2020,1,8,4.18
29.5,35.0,2023,7,5,8.83
29.5,34.375,2023,7,5,8.89
29.5,35.0,2024,3,30,7.39
29.5,34.375,2024,3,30,7.11
29.5,35.625,2021,3,30,3.41
29.5,35.0,2021,3,30,5.24
29.5,34.375,2021,3,30,5.74
29.5,35.0,2024,4,4,5.78
29.5,34.375,2024,4,4,5.1
29.5,35.625,2021,4,8,3.19
29.5,35.0,2021,4,8,5.15
29.5,34.375,2021,4,8,5.33
29.5,35.625,2024,12,27,2.76
29.5,35.0,2024,12,27,3.13
29.5,34.375,2024,12,27,2.84
29.5,35.625,2020,1,9,4.47
29.5,35.0,2020,1,9,5.04
29.5,35.625,2022,6,27,6.18
29.5,35.0,2022,6,27,7.54
29.5,34.375,2022,6,27,7.24
29.5,34.375,2024,3,29,5.31
29.5,35.625,2023,4,24,4.65
29.5,35.0,2023,4,24,5.6
29.5,34.375,2024,12,26,3.22
29.5,35.0,2022,6,26,8.89
29.5,34.375,2022,6,26,8.64
29.5,35.625,2022,7,5,6.86
29.5,35.0,2022,7,5,7.85
29.5,34.375,2022,7,5,7.39
29.5,35.625,2021,3,28,3.49
29.5,35.0,2021,3,28,4.4
29.5,34.375,2021,3,28,4.61
29.5,35.625,2024,4,5,4.14
29.5,35.0,2024,4,5,5.05
29.5,34.375,2024,4,5,4.26
29.5,35.625,2021,4,9,4.65
29.5,35.0,2021,4,9,5.85
29.5,34.375,2021,4,9,5.69
29.5,35.625,2024,4,4,5.08
29.5,35.0,2021,3,27,4.09
29.5,34.375,2021,3,27,3.91
29.5,35.625,2021,4,10,4.0
29.5,35.0,2021,4,10,4.54
29.5,34.375,2021,4,10,4.03
29.5,35.625,2024,3,28,3.35
29.5,35.0,2022,6,25,8.18
29.5,34.375,2022,6,25,7.68
29.5,35.625,2020,1,11,4.25
29.5,35.0,2020,1,11,5.27
29.5,34.375,2020,1,11,5.14
29.5,35.625,2020,1,10,4.75
29.5,35.0,2020,1,10,5.51
29.5,34.375,2020,1,10,5.4
29.5,35.625,2024,12,26,4.09
29.5,35.0,2024,12,26,4.54
29.5,35.0,2023,2,13,4.71
29.5,34.375,2023,2,13,4.62
29.5,35.625,2023,7,7,7.05
29.5,35.0,2023,7,7,8.95
29.5,34.375,2023,7,7,9.05
29.5,35.625,2022,6,25,7.08
29.5,35.0,2024,3,28,3.95
29.5,34.375,2024,3,28,3.12
29.5,35.625,2022,10,26,6.47
29.5,35.0,2022,10,26,8.37
29.5,34.375,2022,10,26,9.1
29.5,35.625,2024,3,27,3.38
29.5,35.0,2024,3,27,4.03
29.5,34.375,2024,3,27,3.48
29.5,35.625,2021,4,11,3.49
29.5,35.625,2021,3,27,3.33
29.5,35.625,2021,3,26,4.37
29.5,35.0,2021,3,26,5.19
29.5,34.375,2021,3,26,5.14
29.5,35.625,2021,3,25,3.9
29.5,35.0,2021,3,25,4.63
29.5,34.375,2021,3,25,4.47
29.5,35.625,2020,1,12,3.78
29.5,35.0,2020,1,12,4.46
29.5,34.375,2020,1,12,4.39
29.5,35.625,2022,6,24,6.42
29.5,35.0,2022,6,24,7.29
29.5,34.375,2022,6,24,6.83
29.5,35.625,2023,7,8,7.85
29.5,35.0,2023,7,8,9.38
29.5,34.375,2023,7,8,9.6
29.5,35.625,2023,2,13,3.95
29.5,35.0,2021,4,12,4.27
29.5,34.375,2021,4,12,4.4
29.5,35.625,2022,10,23,7.68
29.5,35.0,2022,10,23,9.31
29.5,34.375,2022,10,23,9.56
29.5,35.625,2020,1,13,4.69
29.5,35.0,2020,1,13,5.48
29.5,34.375,2020,1,13,5.34
29.5,35.625,2024,12,25,2.63
29.5,35.0,2024,12,25,3.91
29.5,34.375,2024,12,25,3.44
29.5,35.625,2022,6,23,7.14
29.5,35.0,2022,6,23,8.89
29.5,34.375,2022,6,23,8.86
29.5,35.0,2021,4,11,4.08
29.5,34.375,2021,4,11,3.77
29.5,35.0,2024,4,7,5.35
29.5,34.375,2024,4,7,5.44
29.5,35.625,2021,3,24,4.59
29.5,35.0,2021,3,24,5.08
29.5,35.625,2021,4,13,3.23
29.5,35.0,2021,4,13,4.27
29.5,34.375,2021,4,13,4.57
29.5,35.625,2024,12,24,3.92
29.5,35.0,2024,12,24,4.43
29.5,34.375,2024,12,24,4.28
29.5,35.625,2022,6,22,8.47
29.5,35.0,2022,6,22,9.55
29.5,34.375,2022,6,22,9.33
29.5,35.625,2024,4,6,4.21
29.5,35.0,2024,4,6,6.25
29.5,34.375,2024,4,6,6.37
29.5,34.375,2023,4,27,3.82
29.5,34.375,2023,7,9,9.61
29.5,35.625,2023,2,17,2.59
29.5,35.0,2023,2,17,3.29
29.5,34.375,2023,2,17,3.92
29.5,35.625,2023,7,1,6.09
29.5,35.0,2023,7,1,8.27
29.5,34.375,2023,7,1,10.06
29.5,35.625,2021,4,12,3.29
29.5,34.375,2021,3,24,4.72
29.5,35.625,2021,3,23,4.8
29.5,35.0,2021,3,23,6.43
29.5,34.375,2021,3,23,5.62
29.5,35.0,2024,3,25,4.74
29.5,34.375,2024,3,25,4.39
29.5,35.625,2024,4,7,4.02
29.5,35.625,2020,1,15,3.97
29.5,35.0,2020,1,15,4.88
29.5,34.375,2020,1,15,5.07
29.5,35.625,2020,1,14,4.98
29.5,35.0,2020,1,14,5.46
29.5,34.375,2020,1,14,5.46
29.5,35.625,2023,7,9,7.59
29.5,35.0,2023,7,9,9.74
29.5,35.625,2024,3,26,3.05
29.5,35.0,2024,3,26,3.64
29.5,34.375,2024,3,26,3.35
29.5,35.625,2022,10,27,7.23
29.5,35.0,2022,10,27,8.71
29.5,34.375,2022,10,27,9.32
29.5,35.625,2023,4,27,2.99
29.5,35.0,2023,4,27,4.1
29.5,35.625,2021,4,14,3.26
29.5,35.0,2021,4,14,4.31
29.5,34.375,2021,4,14,4.4
29.5,35.625,2022,10,22,9.11
29.5,35.625,2022,6,20,7.02
29.5,35.0,2022,6,20,9.29
29.5,34.375,2022,6,20,8.99
29.5,35.625,2024,12,23,2.87
29.5,35.0,2024,12,23,3.54
29.5,34.375,2024,12,23,4.32
29.5,35.625,2022,6,21,7.03
29.5,35.0,2022,6,21,8.54
29.5,34.375,2022,6,21,8.85
29.5,35.625,2023,7,10,8.13
29.5,35.0,2023,7,10,10.26
29.5,34.375,2023,7,10,10.09
29.5,34.375,2022,10,22,10.79
29.5,35.625,2021,3,22,4.7
29.5,35.0,2021,3,22,5.66
29.5,34.375,2021,3,22,4.79
29.5,35.625,2021,4,15,2.71
29.5,34.375,2022,6,19,8.68
29.5,35.625,2023,2,12,4.09
29.5,35.0,2023,2,12,4.97
29.5,34.375,2023,2,12,4.82
29.5,35.625,2020,1,16,3.52
29.5,35.0,2020,1,16,4.95
29.5,34.375,2020,1,16,5.31
29.5,35.625,2024,3,25,4.05
29.5,35.625,2024,4,8,4.81
29.5,35.0,2024,4,8,5.92
29.5,34.375,2024,4,8,5.85
29.5,35.625,2023,2,18,2.15
29.5,35.0,2023,2,18,2.95
29.5,34.375,2023,2,18,3.69
29.5,35.625,2022,6,19,6.78
29.5,35.0,2022,6,19,8.92
29.5,35.0,2021,4,15,3.73
29.5,34.375,2021,4,15,4.07
29.5,35.625,2022,10,28,6.01
29.5,35.0,2022,10,28,8.23
29.5,34.375,2022,10,28,9.64
29.5,35.625,2021,3,21,4.96
29.5,35.0,2021,3,21,5.62
29.5,34.375,2021,3,21,4.8
29.5,35.625,2022,10,21,8.48
29.5,35.0,2022,10,21,10.43
29.5,35.0,2022,10,22,10.76
29.5,34.375,2021,4,16,4.61
29.5,35.625,2024,4,9,5.35
29.5,35.0,2024,4,9,6.04
29.5,34.375,2024,4,9,5.72
29.5,35.625,2024,3,24,5.12
29.5,35.0,2024,3,24,6.37
29.5,34.375,2024,3,24,6.17
29.5,35.625,2024,12,22,3.34
29.5,35.0,2024,12,22,4.0
29.5,34.375,2024,12,22,4.91
29.5,35.625,2020,1,17,5.34
29.5,35.0,2020,1,17,5.95
29.5,34.375,2020,1,17,5.95
29.5,35.625,2022,6,18,7.74
29.5,35.0,2022,6,18,10.04
29.5,34.375,2022,6,18,9.61
29.5,35.0,2021,3,19,4.83
29.5,34.375,2021,3,19,4.93
29.5,35.625,2024,3,23,3.85
29.5,35.0,2024,3,23,4.53
29.5,34.375,2024,3,23,4.63
29.5,35.625,2023,7,12,6.84
29.5,35.0,2023,7,12,9.01
29.5,34.375,2023,7,12,9.35
29.5,35.625,2020,1,18,5.97
29.5,35.0,2020,1,18,6.55
29.5,34.375,2020,1,18,6.16
29.5,35.625,2022,7,6,5.5
29.5,35.0,2022,7,6,6.76
29.5,34.375,2022,7,6,6.62
29.5,35.625,2021,4,16,3.3
29.5,35.0,2021,4,16,4.74
29.5,34.375,2021,4,17,4.57
29.5,35.625,2023,4,23,4.6
29.5,35.0,2023,4,23,5.91
29.5,34.375,2023,4,23,5.55
29.5,35.625,2021,4,18,5.4
29.5,35.0,2021,4,18,5.8
29.5,35.625,2020,1,19,4.8
29.5,35.0,2020,1,19,5.26
29.5,34.375,2020,1,19,4.71
29.5,35.625,2023,7,11,7.56
29.5,35.0,2023,7,11,9.42
29.5,34.375,2023,7,11,9.44
29.5,35.625,2021,3,20,3.83
29.5,35.0,2021,3,20,4.57
29.5,34.375,2021,3,20,4.66
29.5,35.625,2021,3,19,3.68
29.5,35.0,2024,4,10,6.68
29.5,34.375,2024,4,10,6.56
29.5,35.625,2021,4,19,3.85
29.5,35.0,2021,4,19,5.11
29.5,34.375,2021,4,19,4.72
29.5,35.625,2024,12,20,5.72
29.5,35.0,2024,12,20,6.4
29.5,34.375,2024,12,20,6.22
29.5,35.625,2024,12,21,4.9
29.5,35.0,2024,12,21,5.9
29.5,34.375,2024,12,21,5.52
29.5,35.625,2022,6,17,7.3
29.5,35.0,2022,6,17,10.2
29.5,34.375,2022,6,17,10.61
29.5,35.625,2021,4,17,5.41
29.5,35.0,2021,4,17,5.4
29.5,35.0,2021,3,18,4.9
29.5,34.375,2021,3,18,4.96
29.5,35.625,2024,4,11,5.45
29.5,35.0,2024,4,11,6.25
29.5,34.375,2024,4,11,6.33
29.5,35.625,2022,6,15,7.26
29.5,35.0,2022,6,15,8.56
29.5,34.375,2022,6,15,8.71
29.5,35.625,2023,2,11,3.37
29.5,35.0,2023,2,11,3.91
29.5,34.375,2023,2,11,4.26
29.5,35.625,2022,6,16,7.42
29.5,35.0,2022,6,16,9.41
29.5,34.375,2022,6,16,9.9
29.5,34.375,2021,4,18,5.18
29.5,35.625,2024,4,10,5.92
29.5,35.0,2020,1,20,5.71
29.5,34.375,2020,1,20,5.44
29.5,35.625,2023,7,13,5.46
29.5,35.0,2023,7,13,8.41
29.5,34.375,2023,7,13,9.35
29.5,35.625,2022,10,20,7.58
29.5,35.0,2022,10,20,9.33
29.5,34.375,2022,10,20,9.98
29.5,35.625,2021,3,17,4.8
29.5,35.0,2021,3,17,5.73
29.5,34.375,2021,3,17,5.39
29.5,35.625,2021,4,20,5.9
29.5,35.0,2021,4,20,9.33
29.5,34.375,2021,4,20,5.74
29.5,35.625,2024,3,22,4.57
29.5,35.625,2021,3,18,3.88
29.5,35.0,2024,3,22,5.34
29.5,34.375,2024,3,22,4.89
29.5,34.375,2022,10,21,11.09
29.5,35.625,2021,3,16,5.01
29.5,35.0,2021,3,16,6.24
29.5,34.375,2021,3,16,6.44
29.5,35.625,2021,4,21,6.08
29.5,35.0,2021,4,21,7.91
29.5,34.375,2021,4,21,5.9
29.5,35.625,2020,1,21,4.16
29.5,35.0,2020,1,21,4.71
29.5,34.375,2020,1,21,4.38
29.5,35.625,2023,6,30,5.81
29.5,35.0,2023,6,30,7.69
29.5,34.375,2023,6,30,7.9
29.5,35.625,2020,1,20,4.93
29.5,34.375,2021,4,22,5.78
29.5,35.625,2020,1,22,4.51
29.5,35.0,2020,1,22,5.3
29.5,34.375,2020,1,22,4.96
29.5,35.625,2022,7,7,4.5
29.5,35.0,2022,7,7,6.63
29.5,34.375,2022,7,7,7.17
29.5,35.625,2022,6,14,7.47
29.5,35.0,2022,6,14,8.88
29.5,34.375,2022,6,14,8.71
29.5,35.625,2021,3,15,3.85
29.5,35.0,2021,3,15,5.12
29.5,34.375,2021,3,15,5.16
29.5,35.625,2023,4,22,3.95
29.5,35.0,2023,4,22,5.28
29.5,34.375,2023,4,22,5.46
29.5,35.0,2020,1,23,4.56
29.5,34.375,2020,1,23,4.19
29.5,35.625,2024,12,19,4.38
29.5,35.0,2024,12,19,4.65
29.5,34.375,2024,12,19,3.63
29.5,35.625,2023,7,14,5.33
29.5,35.0,2023,7,14,7.87
29.5,34.375,2023,7,14,8.28
29.5,35.625,2022,10,29,4.57
29.5,35.0,2022,10,29,7.29
29.5,34.375,2022,10,29,10.03
29.5,35.625,2024,4,12,5.42
29.5,35.0,2024,4,12,6.57
29.5,35.625,2024,3,21,4.26
29.5,35.0,2024,3,21,5.22
29.5,34.375,2024,3,21,4.62
29.5,35.625,2024,4,13,5.88
29.5,35.0,2024,4,13,7.14
29.5,34.375,2024,4,13,6.87
29.5,35.625,2021,4,23,4.49
29.5,35.0,2021,4,23,6.91
29.5,34.375,2021,4,23,5.56
29.5,35.625,2024,12,18,2.29
29.5,35.0,2024,12,18,2.64
29.5,34.375,2024,12,18,3.44
29.5,35.625,2022,6,13,7.72
29.5,35.0,2022,6,13,9.15
29.5,34.375,2022,6,13,8.63
29.5,35.625,2022,6,12,5.53
29.5,35.0,2022,6,12,6.96
29.5,34.375,2022,6,12,6.81
29.5,35.625,2020,1,23,3.89
29.5,35.0,2024,3,19,6.09
29.5,35.625,2023,2,19,3.08
29.5,35.0,2023,2,19,3.44
29.5,34.375,2023,2,19,3.96
29.5,35.625,2023,6,29,6.6
29.5,35.0,2023,6,29,9.05
29.5,34.375,2023,6,29,9.45
29.5,35.625,2021,4,22,4.43
29.5,35.0,2021,4,22,6.93
29.5,35.625,2021,3,14,3.1
29.5,35.0,2021,3,14,4.64
29.5,34.375,2021,3,14,5.14
29.5,35.625,2021,3,13,3.89
29.5,35.0,2021,3,13,5.19
29.5,34.375,2024,3,19,5.59
29.5,34.375,2024,4,12,6.61
29.5,35.0,2023,7,16,7.59
29.5,34.375,2023,7,16,6.59
29.5,35.625,2020,1,24,4.64
29.5,35.0,2020,1,24,5.24
29.5,34.375,2020,1,24,4.88
29.5,35.625,2023,7,15,5.87
29.5,35.0,2023,7,15,7.35
29.5,34.375,2023,7,15,6.64
29.5,35.625,2024,3,20,4.29
29.5,35.0,2024,3,20,4.98
29.5,34.375,2024,3,20,4.36
29.5,34.375,2021,3,13,5.13
29.5,35.625,2022,10,19,7.85
29.5,35.0,2022,10,19,9.22
29.5,34.375,2022,10,19,8.81
29.5,35.625,2024,3,19,5.52
29.5,34.375,2022,6,10,5.68
29.5,35.625,2020,1,25,2.8
29.5,35.0,2020,1,25,3.82
29.5,34.375,2020,1,25,3.8
29.5,35.625,2022,6,11,4.46
29.5,35.0,2022,6,11,5.67
29.5,34.375,2022,6,11,5.44
29.5,35.625,2024,4,14,6.62
29.5,35.0,2024,4,14,7.8
29.5,34.375,2024,4,14,7.62
29.5,35.625,2021,4,24,5.44
29.5,35.0,2021,4,24,8.68
29.5,34.375,2021,4,24,6.43
29.5,35.625,2023,4,28,4.76
29.5,35.0,2023,4,28,6.2
29.5,35.625,2023,7,16,6.54
29.5,34.375,2023,4,28,6.38
29.5,35.625,2021,3,12,5.34
29.5,35.0,2021,3,12,5.94
29.5,34.375,2021,3,12,5.55
29.5,35.625,2021,4,25,3.96
29.5,35.0,2021,4,25,6.9
29.5,34.375,2021,4,25,3.47
29.5,34.375,2022,7,8,6.29
29.5,35.625,2020,1,26,2.92
29.5,35.0,2020,1,26,3.36
29.5,34.375,2020,1,26,3.06
29.5,35.625,2024,12,17,2.05
29.5,35.0,2024,12,17,3.69
29.5,34.375,2024,12,17,4.93
29.5,35.625,2022,6,10,4.77
29.5,35.0,2022,6,10,5.93
29.5,35.0,2024,12,16,2.45
29.5,34.375,2024,12,16,2.76
29.5,35.625,2020,1,27,2.36
29.5,35.0,2020,1,27,3.32
29.5,34.375,2020,1,27,3.49
29.5,35.625,2022,7,8,5.4
29.5,35.0,2022,7,8,6.88
29.5,35.625,2021,3,11,3.24
29.5,35.0,2021,3,11,4.06
29.5,34.375,2021,3,11,3.32
29.5,35.625,2024,4,15,6.48
29.5,35.0,2024,4,15,7.74
29.5,34.375,2024,4,15,7.42
29.5,34.375,2022,10,31,9.5
29.5,35.625,2021,4,26,4.78
29.5,35.0,2021,4,26,6.8
29.5,35.625,2022,10,30,6.93
29.5,35.0,2022,10,30,9.71
29.5,34.375,2022,10,30,10.31
29.5,35.625,2021,4,27,4.4
29.5,35.0,2021,4,27,6.87
29.5,34.375,2021,4,27,5.85
29.5,35.625,2024,3,18,6.4
29.5,35.625,2023,7,17,5.46
29.5,35.0,2023,7,17,6.83
29.5,34.375,2023,7,17,5.71
29.5,35.625,2022,6,9,4.79
29.5,35.0,2022,6,9,6.19
29.5,34.375,2022,6,9,5.74
29.5,35.625,2022,6,8,5.78
29.5,35.0,2022,6,8,7.23
29.5,35.625,2024,12,16,1.72
29.5,35.0,2022,6,7,8.32
29.5,35.0,2020,1,28,4.28
29.5,34.375,2020,1,28,3.78
29.5,35.625,2023,2,10,3.32
29.5,35.0,2023,2,10,4.09
29.5,34.375,2023,2,10,4.38
29.5,34.375,2022,6,8,7.13
29.5,35.0,2024,3,18,7.39
29.5,34.375,2024,3,18,6.83
29.5,35.625,2021,3,10,3.11
29.5,35.0,2021,3,10,3.85
29.5,34.375,2021,3,10,3.27
29.5,35.625,2024,3,17,4.2
29.5,35.0,2024,3,17,4.86
29.5,34.375,2024,3,17,4.84
29.5,34.375,2021,4,26,5.18
29.5,34.375,2021,4,29,4.56
29.5,35.625,2020,1,29,4.78
29.5,35.0,2020,1,29,5.56
29.5,34.375,2020,1,29,5.18
29.5,35.625,2020,1,28,3.08
29.5,35.625,2023,7,18,5.61
29.5,35.0,2023,7,18,6.73
29.5,34.375,2023,7,18,6.26
29.5,35.625,2023,4,29,4.62
29.5,35.0,2023,4,29,5.61
29.5,34.375,2023,4,29,5.41
29.5,35.625,2021,3,9,3.46
29.5,35.0,2021,3,9,3.94
29.5,34.375,2021,3,9,4.14
29.5,35.625,2024,4,16,5.73
29.5,35.625,2022,6,7,6.34
29.5,35.0,2024,12,14,5.38
29.5,34.375,2024,12,14,5.5
29.5,35.625,2024,12,15,2.33
29.5,35.0,2024,12,15,2.72
29.5,34.375,2024,12,15,2.79
29.5,34.375,2022,6,7,8.34
29.5,35.625,2022,6,6,5.74
29.5,35.0,2022,6,6,7.0
29.5,34.375,2022,6,6,6.93
29.5,35.0,2024,4,16,6.59
29.5,34.375,2024,4,16,6.48
29.5,35.625,2021,3,8,3.64
29.5,35.0,2021,3,8,5.29
29.5,34.375,2021,3,8,5.16
29.5,35.625,2021,4,29,2.0
29.5,35.0,2021,4,29,5.42
29.5,35.625,2023,2,20,4.0
29.5,35.0,2023,2,20,5.0
29.5,34.375,2023,2,20,5.76
29.5,35.625,2024,12,14,4.48
29.5,35.625,2022,7,9,5.87
29.5,35.0,2022,7,9,8.2
29.5,35.625,2021,4,28,3.48
29.5,35.0,2021,4,28,5.87
29.5,34.375,2021,4,28,4.81
29.5,35.625,2024,4,17,4.08
29.5,35.0,2024,4,17,5.22
29.5,34.375,2024,4,17,4.82
29.5,35.625,2024,3,16,4.47
29.5,35.0,2024,3,16,5.01
29.5,34.375,2024,3,16,5.31
29.5,34.375,2022,7,9,8.31
29.5,35.0,2023,2,9,4.01
29.5,34.375,2023,2,9,3.98
29.5,35.625,2023,7,19,6.18
29.5,35.0,2023,7,19,7.52
29.5,35.625,2022,10,31,7.81
29.5,35.0,2022,10,31,9.55
29.5,35.625,2021,3,7,2.69
29.5,35.0,2021,3,7,3.95
29.5,34.375,2021,3,7,4.44
29.5,35.625,2022,10,18,6.98
29.5,35.0,2022,10,18,9.25
29.5,34.375,2022,10,18,9.73
29.5,35.625,2021,4,30,3.45
29.5,35.0,2021,4,30,6.47
29.5,34.375,2021,4,30,4.93
29.5,34.375,2023,7,19,7.5
29.5,35.625,2021,3,6,2.9
29.5,35.0,2021,3,6,3.51
29.5,34.375,2021,3,6,3.83
29.5,35.625,2021,5,1,3.21
29.5,35.0,2021,5,1,6.12
29.5,34.375,2021,5,1,3.59
29.5,35.625,2020,1,31,4.66
29.5,35.0,2020,1,31,5.37
29.5,34.375,2020,1,31,4.9
29.5,35.625,2022,6,5,5.69
29.5,35.0,2022,6,5,6.82
29.5,34.375,2022,6,5,6.46
29.5,35.625,2020,1,30,4.1
29.5,35.0,2020,1,30,4.74
29.5,34.375,2020,1,30,4.45
29.5,35.625,2023,2,9,3.48
29.5,35.0,2020,2,1,4.55
29.5,34.375,2020,2,1,4.2
29.5,35.625,2022,7,10,6.08
29.5,35.0,2022,7,10,8.08
29.5,34.375,2022,7,10,8.48
29.5,35.625,2022,6,4,5.22
29.5,35.0,2022,6,4,6.28
29.5,34.375,2022,6,4,6.1
29.5,35.625,2021,3,5,4.15
29.5,35.0,2021,3,5,5.14
29.5,34.375,2021,3,5,4.97
29.5,35.625,2022,11,1,7.83
29.5,35.0,2022,11,1,8.89
29.5,34.375,2022,11,1,8.36
29.5,35.625,2024,3,15,4.74
29.5,35.0,2024,3,15,5.89
29.5,34.375,2023,4,21,4.62
29.5,35.625,2024,4,18,4.25
29.5,35.625,2022,10,17,6.93
29.5,35.0,2022,10,17,7.77
29.5,35.625,2022,6,2,6.11
29.5,35.0,2022,6,2,7.54
29.5,34.375,2022,6,2,7.13
29.5,35.625,2024,12,13,6.27
29.5,35.0,2024,12,13,7.35
29.5,34.375,2024,12,13,7.27
29.5,35.625,2023,7,20,6.24
29.5,35.0,2023,7,20,7.71
29.5,34.375,2023,7,20,7.52
29.5,35.625,2023,2,8,4.27
29.5,35.0,2023,2,8,4.89
29.5,35.625,2020,2,1,3.72
29.5,34.375,2024,4,19,7.03
29.5,34.375,2021,5,3,4.1
29.5,35.625,2021,5,2,4.1
29.5,35.0,2021,5,2,6.41
29.5,34.375,2021,5,2,4.37
29.5,35.0,2024,12,12,5.46
29.5,34.375,2024,12,12,5.64
29.5,35.625,2020,2,2,4.0
29.5,35.0,2020,2,2,4.73
29.5,34.375,2020,2,2,5.14
29.5,35.625,2022,6,3,4.97
29.5,35.0,2022,6,3,6.66
29.5,34.375,2022,6,3,6.71
29.5,34.375,2024,3,15,5.64
29.5,35.625,2023,4,21,3.88
29.5,35.0,2023,4,21,4.78
29.5,35.625,2021,3,3,4.01
29.5,35.625,2024,3,14,4.08
29.5,35.0,2024,3,14,5.12
29.5,34.375,2024,3,14,4.61
29.5,35.625,2023,6,28,5.85
29.5,35.0,2023,6,28,7.66
29.5,34.375,2023,6,28,7.87
29.5,35.625,2020,2,3,3.38
29.5,35.0,2020,2,3,4.14
29.5,34.375,2020,2,3,4.72
29.5,35.625,2024,12,12,3.65
29.5,34.375,2022,10,17,7.42
29.5,35.0,2024,4,18,5.41
29.5,34.375,2024,4,18,4.76
